Signatur,Titel,Autor,Verlag,ISBN,Erscheinungsjahr,Kategorie,Standort,Status,Notizen
B 133,Die Kirche und ihre Kunst (Forts. 4),Diverse Autoren,Diverse,978-3-8032-1060,1985,Biografien,Regal B,Vorhanden,
B 134,Die Kirche und ihre Architektur (Forts. 4),Diverse Autoren,Diverse,978-3-8032-1061,1985,Biografien,Regal B,Vorhanden,
B 135,Die Kirche und ihre Bilder (Forts. 4),Diverse Autoren,Diverse,978-3-8032-1062,1985,Biografien,Regal B,Vorhanden,
B 136,Die Kirche und ihre Symbole (Forts. 4),Diverse Autoren,Diverse,978-3-8032-1063,1985,Biografien,Regal B,Vorhanden,
B 137,Die Kirche und ihre Sakramente (Forts. 4),Diverse Autoren,Diverse,978-3-8032-1064,1985,Biografien,Regal B,Vorhanden,
B 138,Die Kirche und ihre Feste (Forts. 4),Diverse Autoren,Diverse,978-3-8032-1065,1985,Biografien,Regal B,Vorhanden,
B 139,Die Kirche und ihre Feiern (Forts. 4),Diverse Autoren,Diverse,978-3-8032-1066,1985,Biografien,Regal B,Vorhanden,
B 140,Die Kirche und ihre Liturgie (Forts. 5),Diverse Autoren,Diverse,978-3-8032-1067,1985,Biografien,Regal B,Vorhanden,
B 141,Die Kirche und ihre Lieder (Forts. 5),Diverse Autoren,Diverse,978-3-8032-1068,1985,Biografien,Regal B,Vorhanden,
B 142,Die Kirche und ihre Musik (Forts. 5),Diverse Autoren,Diverse,978-3-8032-1069,1985,Biografien,Regal B,Vorhanden,
B 143,Die Kirche und ihre Kunst (Forts. 5),Diverse Autoren,Diverse,978-3-8032-1070,1985,Biografien,Regal B,Vorhanden,
B 144,Die Kirche und ihre Architektur (Forts. 5),Diverse Autoren,Diverse,978-3-8032-1071,1985,Biografien,Regal B,Vorhanden,
B 145,Die Kirche und ihre Bilder (Forts. 5),Diverse Autoren,Diverse,978-3-8032-1072,1985,Biografien,Regal B,Vorhanden,
B 146,Die Kirche und ihre Symbole (Forts. 5),Diverse Autoren,Diverse,978-3-8032-1073,1985,Biografien,Regal B,Vorhanden,
B 147,Die Kirche und ihre Sakramente (Forts. 5),Diverse Autoren,Diverse,978-3-8032-1074,1985,Biografien,Regal B,Vorhanden,
B 148,Die Kirche und ihre Feste (Forts. 5),Diverse Autoren,Diverse,978-3-8032-1075,1985,Biografien,Regal B,Vorhanden,
B 149,Die Kirche und ihre Feiern (Forts. 5),Diverse Autoren,Diverse,978-3-8032-1076,1985,Biografien,Regal B,Vorhanden,
E 1,Europa - Bildband,Diverse Autoren,Kunth Verlag,978-3-8032-1077,1985,Geographie/Reisen,Regal E,Vorhanden,
E 2,Der Wilde Osten,Klaus Besser,Ullstein,978-3-8032-1078,1985,Geographie/Reisen,Regal E,Vorhanden,
E 3,Das Heilige Land - Reisen,Diverse Autoren,Athesia,978-3-8032-1079,1985,Geographie/Reisen,Regal E,Vorhanden,
E 4,Italien - Kultur und Landschaft,Diverse Autoren,DuMont,978-3-8032-1080,1985,Geographie/Reisen,Regal E,Vorhanden,
E 5,Griechenland - Die Wiege Europas,Diverse Autoren,Kohlhammer,978-3-8032-1081,1985,Geographie/Reisen,Regal E,Vorhanden,
E 6,Asien - Von Sibirien bis Indien,Diverse Autoren,Fischer,978-3-8032-1082,1985,Geographie/Reisen,Regal E,Vorhanden,
E 7,Südamerika - Kontinent der Extreme,Diverse Autoren,Piper,978-3-8032-1083,1985,Geographie/Reisen,Regal E,Vorhanden,
E 8,Afrika - Der schwarze Kontinent,Diverse Autoren,C.H. Beck,978-3-8032-1084,1985,Geographie/Reisen,Regal E,Vorhanden,
E 9,Nordamerika - Wildnis und Zivilisation,Diverse Autoren,Rowohlt,978-3-8032-1085,1985,Geographie/Reisen,Regal E,Vorhanden,
E 10,Deutschland - Landschaft und Geschichte,Diverse Autoren,DuMont,978-3-8032-1086,1985,Geographie/Reisen,Regal E,Vorhanden,
E 11,Bayern - Bildband,Diverse Autoren,Kunth Verlag,978-3-8032-1087,1985,Geographie/Reisen,Regal E,Vorhanden,
E 12,Baden-Württemberg - Bildband,Diverse Autoren,Kohlhammer,978-3-8032-1088,1985,Geographie/Reisen,Regal E,Vorhanden,
E 13,Rheinland-Pfalz - Bildband,Diverse Autoren,DuMont,978-3-8032-1089,1985,Geographie/Reisen,Regal E,Vorhanden,
E 14,Nordrhein-Westfalen - Bildband,Diverse Autoren,Fischer,978-3-8032-1090,1985,Geographie/Reisen,Regal E,Vorhanden,
E 15,Niedersachsen - Bildband,Diverse Autoren,Piper,978-3-8032-1091,1985,Geographie/Reisen,Regal E,Vorhanden,
E 16,Schleswig-Holstein - Bildband,Diverse Autoren,C.H. Beck,978-3-8032-1092,1985,Geographie/Reisen,Regal E,Vorhanden,
E 17,Mecklenburg-Vorpommern - Bildband,Diverse Autoren,Rowohlt,978-3-8032-1093,1985,Geographie/Reisen,Regal E,Vorhanden,
E 18,Sachsen - Bildband,Diverse Autoren,Kunth Verlag,978-3-8032-1094,1985,Geographie/Reisen,Regal E,Vorhanden,
E 19,Thüringen - Bildband,Diverse Autoren,Kohlhammer,978-3-8032-1095,1985,Geographie/Reisen,Regal E,Vorhanden,
E 20,Sachsen-Anhalt - Bildband,Diverse Autoren,DuMont,978-3-8032-1096,1985,Geographie/Reisen,Regal E,Vorhanden,
E 21,Brandenburg - Bildband,Diverse Autoren,Fischer,978-3-8032-1097,1985,Geographie/Reisen,Regal E,Vorhanden,
E 22,Berlin - Bildband,Diverse Autoren,Piper,978-3-8032-1098,1985,Geographie/Reisen,Regal E,Vorhanden,
E 23,Hessen - Bildband,Diverse Autoren,C.H. Beck,978-3-8032-1099,1985,Geographie/Reisen,Regal E,Vorhanden,
E 24,Saarland - Bildband,Diverse Autoren,Rowohlt,978-3-8032-1100,1985,Geographie/Reisen,Regal E,Vorhanden,
E 25,Rhein und Mosel,Diverse Autoren,Kunth Verlag,978-3-8032-1101,1985,Geographie/Reisen,Regal E,Vorhanden,
E 26,Die Alpen,Diverse Autoren,Kohlhammer,978-3-8032-1102,1985,Geographie/Reisen,Regal E,Vorhanden,
E 27,Die Nordsee,Diverse Autoren,DuMont,978-3-8032-1103,1985,Geographie/Reisen,Regal E,Vorhanden,
E 28,Die Ostsee,Diverse Autoren,Fischer,978-3-8032-1104,1985,Geographie/Reisen,Regal E,Vorhanden,
E 29,Der Schwarzwald,Diverse Autoren,Piper,978-3-8032-1105,1985,Geographie/Reisen,Regal E,Vorhanden,
E 30,Der Harz,Diverse Autoren,C.H. Beck,978-3-8032-1106,1985,Geographie/Reisen,Regal E,Vorhanden,
E 31,Die Eifel,Diverse Autoren,Rowohlt,978-3-8032-1107,1985,Geographie/Reisen,Regal E,Vorhanden,
E 32,Die Lüneburger Heide,Diverse Autoren,Kunth Verlag,978-3-8032-1108,1985,Geographie/Reisen,Regal E,Vorhanden,
E 33,Der Bayerische Wald,Diverse Autoren,Kohlhammer,978-3-8032-1109,1985,Geographie/Reisen,Regal E,Vorhanden,
E 34,Das Erzgebirge,Diverse Autoren,DuMont,978-3-8032-1110,1985,Geographie/Reisen,Regal E,Vorhanden,
E 35,Die Sächsische Schweiz,Diverse Autoren,Fischer,978-3-8032-1111,1985,Geographie/Reisen,Regal E,Vorhanden,
E 36,Der Thüringer Wald,Diverse Autoren,Piper,978-3-8032-1112,1985,Geographie/Reisen,Regal E,Vorhanden,
E 37,Die Schwäbische Alb,Diverse Autoren,C.H. Beck,978-3-8032-1113,1985,Geographie/Reisen,Regal E,Vorhanden,
E 38,Der Odenwald,Diverse Autoren,Rowohlt,978-3-8032-1114,1985,Geographie/Reisen,Regal E,Vorhanden,
E 39,Der Spessart,Diverse Autoren,Kunth Verlag,978-3-8032-1115,1985,Geographie/Reisen,Regal E,Vorhanden,
E 40,Der Taunus,Diverse Autoren,Kohlhammer,978-3-8032-1116,1985,Geographie/Reisen,Regal E,Vorhanden,
E 41,Der Westerwald,Diverse Autoren,DuMont,978-3-8032-1117,1985,Geographie/Reisen,Regal E,Vorhanden,
E 42,Der Hunsrück,Diverse Autoren,Fischer,978-3-8032-1118,1985,Geographie/Reisen,Regal E,Vorhanden,
E 43,Der Pfälzer Wald,Diverse Autoren,Piper,978-3-8032-1119,1985,Geographie/Reisen,Regal E,Vorhanden,
E 44,Der Vogelsberg,Diverse Autoren,C.H. Beck,978-3-8032-1120,1985,Geographie/Reisen,Regal E,Vorhanden,
E 45,Der Schwarzwald (Band 2),Diverse Autoren,Rowohlt,978-3-8032-1121,1985,Geographie/Reisen,Regal E,Vorhanden,
E 46,Die Alpen (Band 2),Diverse Autoren,Kunth Verlag,978-3-8032-1122,1985,Geographie/Reisen,Regal E,Vorhanden,
E 47,Die Nordsee (Band 2),Diverse Autoren,Kohlhammer,978-3-8032-1123,1985,Geographie/Reisen,Regal E,Vorhanden,
E 48,Die Ostsee (Band 2),Diverse Autoren,DuMont,978-3-8032-1124,1985,Geographie/Reisen,Regal E,Vorhanden,
E 49,Der Harz (Band 2),Diverse Autoren,Fischer,978-3-8032-1125,1985,Geographie/Reisen,Regal E,Vorhanden,
E 50,Die Eifel (Band 2),Diverse Autoren,Piper,978-3-8032-1126,1985,Geographie/Reisen,Regal E,Vorhanden,
E 51,Die Lüneburger Heide (Band 2),Diverse Autoren,C.H. Beck,978-3-8032-1127,1985,Geographie/Reisen,Regal E,Vorhanden,
E 52,Der Bayerische Wald (Band 2),Diverse Autoren,Rowohlt,978-3-8032-1128,1985,Geographie/Reisen,Regal E,Vorhanden,
E 53,Das Erzgebirge (Band 2),Diverse Autoren,Kunth Verlag,978-3-8032-1129,1985,Geographie/Reisen,Regal E,Vorhanden,
E 54,Die Sächsische Schweiz (Band 2),Diverse Autoren,Kohlhammer,978-3-8032-1130,1985,Geographie/Reisen,Regal E,Vorhanden,
E 55,Der Thüringer Wald (Band 2),Diverse Autoren,DuMont,978-3-8032-1131,1985,Geographie/Reisen,Regal E,Vorhanden,
E 56,Die Schwäbische Alb (Band 2),Diverse Autoren,Fischer,978-3-8032-1132,1985,Geographie/Reisen,Regal E,Vorhanden,
E 57,Der Odenwald (Band 2),Diverse Autoren,Piper,978-3-8032-1133,1985,Geographie/Reisen,Regal E,Vorhanden,
E 58,Der Spessart (Band 2),Diverse Autoren,C.H. Beck,978-3-8032-1134,1985,Geographie/Reisen,Regal E,Vorhanden,
E 59,Der Taunus (Band 2),Diverse Autoren,Rowohlt,978-3-8032-1135,1985,Geographie/Reisen,Regal E,Vorhanden,
E 60,Der Westerwald (Band 2),Diverse Autoren,Kunth Verlag,978-3-8032-1136,1985,Geographie/Reisen,Regal E,Vorhanden,
E 61,Der Hunsrück (Band 2),Diverse Autoren,Kohlhammer,978-3-8032-1137,1985,Geographie/Reisen,Regal E,Vorhanden,
E 62,Der Pfälzer Wald (Band 2),Diverse Autoren,DuMont,978-3-8032-1138,1985,Geographie/Reisen,Regal E,Vorhanden,
E 63,Der Vogelsberg (Band 2),Diverse Autoren,Fischer,978-3-8032-1139,1985,Geographie/Reisen,Regal E,Vorhanden,
E 64,Der Schwarzwald (Band 3),Diverse Autoren,Piper,978-3-8032-1140,1985,Geographie/Reisen,Regal E,Vorhanden,
E 65,Die Alpen (Band 3),Diverse Autoren,C.H. Beck,978-3-8032-1141,1985,Geographie/Reisen,Regal E,Vorhanden,
E 66,Die Nordsee (Band 3),Diverse Autoren,Rowohlt,978-3-8032-1142,1985,Geographie/Reisen,Regal E,Vorhanden,
E 67,Die Ostsee (Band 3),Diverse Autoren,Kunth Verlag,978-3-8032-1143,1985,Geographie/Reisen,Regal E,Vorhanden,
E 68,Der Harz (Band 3),Diverse Autoren,Kohlhammer,978-3-8032-1144,1985,Geographie/Reisen,Regal E,Vorhanden,
E 69,Die Eifel (Band 3),Diverse Autoren,DuMont,978-3-8032-1145,1985,Geographie/Reisen,Regal E,Vorhanden,
E 70,Die Lüneburger Heide (Band 3),Diverse Autoren,Fischer,978-3-8032-1146,1985,Geographie/Reisen,Regal E,Vorhanden,
E 71,Der Bayerische Wald (Band 3),Diverse Autoren,Piper,978-3-8032-1147,1985,Geographie/Reisen,Regal E,Vorhanden,
E 72,Das Erzgebirge (Band 3),Diverse Autoren,C.H. Beck,978-3-8032-1148,1985,Geographie/Reisen,Regal E,Vorhanden,
E 73,Die Sächsische Schweiz (Band 3),Diverse Autoren,Rowohlt,978-3-8032-1149,1985,Geographie/Reisen,Regal E,Vorhanden,
E 74,Der Thüringer Wald (Band 3),Diverse Autoren,Kunth Verlag,978-3-8032-1150,1985,Geographie/Reisen,Regal E,Vorhanden,
E 75,Die Schwäbische Alb (Band 3),Diverse Autoren,Kohlhammer,978-3-8032-1151,1985,Geographie/Reisen,Regal E,Vorhanden,
E 76,Der Odenwald (Band 3),Diverse Autoren,DuMont,978-3-8032-1152,1985,Geographie/Reisen,Regal E,Vorhanden,
E 77,Der Spessart (Band 3),Diverse Autoren,Fischer,978-3-8032-1153,1985,Geographie/Reisen,Regal E,Vorhanden,
E 78,Der Taunus (Band 3),Diverse Autoren,Piper,978-3-8032-1154,1985,Geographie/Reisen,Regal E,Vorhanden,
E 79,Der Westerwald (Band 3),Diverse Autoren,C.H. Beck,978-3-8032-1155,1985,Geographie/Reisen,Regal E,Vorhanden,
K 1,Kirchenbau in Deutschland,Wolfgang Schäche,Hirmer,978-3-8032-1156,1985,Kunst/Architektur,Regal K,Vorhanden,
K 2,Gottesdienstformen und Architektur,Diverse Autoren,Calwer Verlag,978-3-8032-1157,1985,Kunst/Architektur,Regal K,Vorhanden,
K 3,Sakralkunst im Wandel,Diverse Autoren,Kreuz Verlag,978-3-8032-1158,1985,Kunst/Architektur,Regal K,Vorhanden,
K 4,Bildhauerei der Moderne,Diverse Autoren,Phaidon,978-3-8032-1159,1985,Kunst/Architektur,Regal K,Vorhanden,
K 5,Malerei der Renaissance,Ernst Gombrich,DuMont,978-3-8032-1160,1985,Kunst/Architektur,Regal K,Vorhanden,
K 6,Künstlerbiografien,Diverse Autoren,Fischer,978-3-8032-1161,1985,Kunst/Architektur,Regal K,Vorhanden,
K 7,Musikgeschichte im Überblick,Diverse Autoren,Bärenreiter,978-3-8032-1162,1985,Kunst/Architektur,Regal K,Vorhanden,
K 8,Kirchenliederbuch,Diverse Autoren,Diverse,978-3-8032-1163,1985,Kunst/Architektur,Regal K,Vorhanden,
K 9,Kirchenmusik heute,Diverse Autoren,Carus,978-3-8032-1164,1985,Kunst/Architektur,Regal K,Vorhanden,
K 10,Architektur des 20. Jahrhunderts,Diverse Autoren,Prestel,978-3-8032-1165,1985,Kunst/Architektur,Regal K,Vorhanden,
K 11,Kirchenbau nach 1945,Diverse Autoren,Kohlhammer,978-3-8032-1166,1985,Kunst/Architektur,Regal K,Vorhanden,
K 12,Kunst und Religion,Hans Küng,Piper,978-3-8032-1167,1985,Kunst/Architektur,Regal K,Vorhanden,
K 13,Die Bedeutung von Symbolen,Diverse Autoren,Herder,978-3-8032-1168,1985,Kunst/Architektur,Regal K,Vorhanden,
K 14,Die Ikonenmalerei,Diverse Autoren,Kohlhammer,978-3-8032-1169,1985,Kunst/Architektur,Regal K,Vorhanden,
K 15,Die Fenster der Kathedralen,Diverse Autoren,DuMont,978-3-8032-1170,1985,Kunst/Architektur,Regal K,Vorhanden,
K 16,Kirchenmusik im Gottesdienst,Diverse Autoren,Bärenreiter,978-3-8032-1171,1985,Kunst/Architektur,Regal K,Vorhanden,
K 17,Der evangelische Kirchengesang,Diverse Autoren,Calwer Verlag,978-3-8032-1172,1985,Kunst/Architektur,Regal K,Vorhanden,
K 18,Sakrale Räume gestalten,Diverse Autoren,Kreuz Verlag,978-3-8032-1173,1985,Kunst/Architektur,Regal K,Vorhanden,
K 19,Die Kunst der Predigt,Diverse Autoren,Gütersloher Verlagshaus,978-3-8032-1174,1985,Kunst/Architektur,Regal K,Vorhanden,
K 20,Das Bild in der Kirche,Diverse Autoren,Herder,978-3-8032-1175,1985,Kunst/Architektur,Regal K,Vorhanden,
K 21,Moderne Kirchenarchitektur,Diverse Autoren,Kohlhammer,978-3-8032-1176,1985,Kunst/Architektur,Regal K,Vorhanden,
K 22,Die Kirchenfenster,Diverse Autoren,DuMont,978-3-8032-1177,1985,Kunst/Architektur,Regal K,Vorhanden,
K 23,Kirchenmusik und Orgel,Diverse Autoren,Bärenreiter,978-3-8032-1178,1985,Kunst/Architektur,Regal K,Vorhanden,
K 24,Die Kunst in der Kirche,Diverse Autoren,Herder,978-3-8032-1179,1985,Kunst/Architektur,Regal K,Vorhanden,
K 25,Architektur und Liturgie,Diverse Autoren,Calwer Verlag,978-3-8032-1180,1985,Kunst/Architektur,Regal K,Vorhanden,
K 26,Kirchenbau und Gemeindeleben,Diverse Autoren,Kreuz Verlag,978-3-8032-1181,1985,Kunst/Architektur,Regal K,Vorhanden,
K 27,Kunst und Glaube,Diverse Autoren,Gütersloher Verlagshaus,978-3-8032-1182,1985,Kunst/Arch
